comment,rating,Вопрос не решен,Вопрос решен,Не понравилось качество услуги,Не понравился результат услуги,Понравилась работа сотрудников,Понравилась скорость работы,Понравилось качество услуги,Понравился результат услуги,Претензии и предложения
Огромное спасибо Сергею,5.0,0,0,0,0,1,0,0,0,0
"отзывчивые, приятные, готовы были сразу оформить акт, но ещё раз проверили сушилку, и обнаружили, сто есть кнопка включения",5.0,0,1,0,0,1,0,1,1,0
Спасибо что в нашей УК есть такие специалисты. Причина отсутствия электричества была найдена сразу и быстро устранена.,5.0,0,1,0,0,1,1,0,0,0
Большое спасибо за роботу.,5.0,0,0,0,0,0,0,0,1,0
Прекрасно выполненная работа. Получил ценную рекомендацию на будущее. Спасибо!,5.0,0,0,0,0,0,0,1,1,0
быстро отключили пожарную вытяжку,5.0,0,0,0,0,0,1,0,0,0
Потрясающе  улыбающийся кот с сердечками вместо глаз ,5.0,0,1,0,0,1,1,1,1,0
Сделали все быстро и качественно ,5.0,0,1,0,0,0,1,1,0,0
"Быстро приехал мастер , составили акт . ",5.0,0,0,0,0,0,1,0,0,0
"Спасибо, Татьяна!!",5.0,0,0,0,0,1,0,0,0,0
"супер мега оперативно, спасибо !)",5.0,0,0,0,0,0,1,0,0,0
Отличная работа мастера. Быстро и качественно,5.0,0,0,0,0,1,1,1,1,0
"Большое спасибо за своевременную обратную связь! Всё чётко объяснили,культурно!",5.0,0,0,0,0,0,1,1,1,0
отличный мастер! большое спасибо за помощь!,5.0,0,0,0,0,1,0,0,0,0
Благодарим за оперативность и понимание,5.0,0,0,0,0,0,1,0,0,0
Спасибо большое за оперативность и качество! красное сердце,5.0,0,0,0,0,0,1,1,1,0
"спасибо, что решили свою проблему, а то как то не очень, платишь вовремя, а тебе про долг пишут. ",5.0,0,1,0,0,0,0,0,0,0
"разобрались, спасибо ",5.0,0,1,0,0,0,0,0,0,0
Спасибо  палец вверх,5.0,0,1,0,0,0,0,0,0,0
"Мастер быстро пришёл, быстро понял в чем проблема и быстро устранил её, в общем всё отлично, спасибо ",5.0,0,0,0,0,0,1,1,1,0
Работа выполнена на отлично! Быстро и качественно! Спасибо большое! ,5.0,0,0,0,0,0,1,1,1,0
спасибо. молодцы!,5.0,0,0,0,0,0,0,0,1,0
Спасибо за быстрое и качественное решение вопроса ,5.0,0,1,0,0,0,1,1,0,0
Все отлично! Специалист пришёл через 30 минут после заявки. Все оперативно починил. ,5.0,0,1,0,0,0,1,0,0,0
оперативно ,5.0,0,0,0,0,0,1,0,0,0
спасибо огромное. но уборка лифта это временное решение проблеммы. потому что в них гадят систематически. просьба выявить и наказать нарушителей,5.0,0,1,0,0,0,0,0,0,1
Мастер - Самый Лучший! Спасибо Вам Огромное за таких сотрудников!!!!,5.0,0,0,0,0,1,0,0,0,0
"Спасибо! Так быстро сделали , красивую светодиодную лампу поставили ",5.0,0,0,0,0,0,1,0,1,0
"оперативно отреагировали на заявку, и устранили.",5.0,0,1,0,0,0,1,0,0,0
Доброго дня! Спасибо за таких Прекрасных Сотрудников! ,5.0,0,0,0,0,1,0,0,0,0
Спасибо за оперативность. После укладки плитки остались незаделанные швы на стыке. Для сравнения на 1 этаже в холле швы ровно закрыты. Просьба завершить работу до конца. ,5.0,0,0,1,1,0,1,0,0,0
Очень быстро,5.0,0,0,0,0,0,1,0,0,0
Спасибо. Отлично.,5.0,0,0,0,0,0,0,0,1,0
заявка выполнена. Со слов электрика заявка выполнена. В квартире собственник не был. Там не проживает.. ,5.0,0,1,0,0,0,0,0,0,0
мастер пришёл быстро. Все быстро сделал. ,5.0,0,0,0,0,0,1,1,0,0
Огромнейшее спасибо. Максимально быстро и качественно!!! Просто сотрудник месяца,5.0,0,0,0,0,1,1,1,0,0
Спасибо Вам большое  сложенные руки (молитва или благодарность) за оперативность палец вверхи качество !!! рукопожатие,5.0,0,0,0,0,0,1,1,0,0
Вот это скорость  сияющее улыбающееся лицо палец вверх Спасибо! ,5.0,0,0,0,0,0,1,0,0,0
Шикарный специалист. Спасибо за отличную работу и скорость,5.0,0,0,0,0,1,1,1,1,0
Ребята молодцы!,5.0,0,0,0,0,1,0,0,0,0
Спасибо за обратную связь!,5.0,0,1,0,0,0,0,0,0,0
оперативно,5.0,0,0,0,0,0,1,0,0,0
В первый раз так быстро,5.0,0,0,0,0,0,1,0,0,0
Быстро !,5.0,0,0,0,0,0,1,0,0,0
"Доброе утро, спасибо. Только большая просьба, ранее в этом светильнике мы меняли лампочку и т. к. не было лампочки с цоколем 14, мы ставили переходник, верните его пожалуйста. ",5.0,0,1,0,0,0,0,0,0,1
спасибо! оперативно  палец вверх,5.0,0,0,0,0,0,1,0,0,0
Оперативно и качественно ,5.0,0,0,0,0,0,1,1,1,0
"Остановили течь, дали рекомендации что делать дальше. Большое спасибо! ",5.0,0,1,0,0,0,0,1,1,0
оперативно и вежливо. такого нет в москве,5.0,0,0,0,0,0,1,1,0,0
"Спасибо за оперативность. Но я так и не поняла. Почему редукторы нам поставили плохие, когда всем меняли?",5.0,0,0,1,0,0,1,0,0,0
Спасибо большое. Сантехник быстро устранил засор. ,5.0,0,1,0,0,0,1,0,0,0
Огромное спасибо за оперативность  сложенные руки (молитва или благодарность),5.0,0,0,0,0,0,1,0,0,0
"приехали быстро , всё сделали чётко. благодарю ",5.0,0,0,0,0,0,1,1,1,0
вода стала теплее,5.0,0,0,0,0,0,0,0,1,0
"Спасибо большое мастеру, все быстро  сделал ",5.0,0,0,0,0,1,1,0,0,0
Спасибо за быструю и качественную работу.,5.0,0,0,0,0,0,1,1,1,0
Спасибо за оперативность !!!,5.0,0,0,0,0,0,1,0,0,0
"Всё подробно показали и объяснили, спасибо!)",5.0,0,1,0,0,0,0,1,1,0
Спасибо за оперативность  рукопожатие,5.0,0,0,0,0,0,1,0,0,0
Спасибо за разъяснения!,5.0,0,0,0,0,0,0,1,1,0
"Сантехник объяснил причину проблемы, что для хорошего напора воды нужно менять на смеситель с 40 картриджем, теперь понятно! Спасибо! ",5.0,0,1,0,0,0,0,1,1,0
Быстро четко ,5.0,0,0,0,0,0,1,1,1,0
  сложенные руки (молитва или благодарность) сложенные руки (молитва или благодарность) сложенные руки (молитва или благодарность),5.0,0,1,0,0,1,1,1,1,0
Огромное спасибо за оперативность!,5.0,0,0,0,0,0,1,0,0,0
"Отличный мастер, решил профессионально вопрос. Большое спасибо!!!",5.0,0,1,0,0,1,0,1,1,0
"спасибо вам большое, консультанты помогли с решением проблем, объяснили все очень доступно! спасибо вам огромное  сложенные руки (молитва или благодарность)",5.0,0,1,0,0,1,0,1,0,0
супер менеджер,5.0,0,0,0,0,1,0,0,0,0
Отлично спасибо ,5.0,0,1,0,0,0,0,0,1,0
Спасибо большое за быструю реакцию! Успокоили  синее сердце,5.0,0,0,0,0,0,1,0,0,0
"пересчет, и скорость",1.0,0,0,0,0,0,1,1,0,0
Кнопка лифта 6 этажа в грузовом лифте до сих пор не работает.,1.0,1,0,0,1,0,0,0,0,0
Кнопки все вываливаются,1.0,0,0,1,1,0,0,0,0,0
"БУДЕМ ВЕРИТЬ,ЧТО ДЕЙСТВИТЕЛЬНО ТРАВИЛИ",1.0,0,0,1,1,0,0,0,0,0
быстро прислали код. единственное что смущает  коды легкие слишком.,5.0,0,1,0,0,0,1,0,0,1
спасибо! быстро и оперативно закрепили светильник.  палец вверх,5.0,0,0,0,0,0,1,0,1,0
все быстро решили. спасибо,5.0,0,1,0,0,0,1,0,0,0
"оперативное решение вопроса,спасибо",5.0,0,1,0,0,0,1,0,0,0
благодарю за оперативное предоставление информации!,5.0,0,1,0,0,0,1,0,0,0
"всё прекрасно и оперативно, но акт хотелось бы получить",5.0,0,0,1,0,0,1,0,0,0
"все отлично, большое спасибо!",5.0,0,1,0,0,1,1,1,1,0
спасибо за оперативность! супер!,5.0,0,0,0,0,0,1,0,1,0
"быстро, качественно",5.0,0,0,0,0,0,1,1,1,0
оперативно!,5.0,0,0,0,0,0,1,0,0,0
спасибо за быстрый ответ. все понятно объяснили,5.0,0,0,0,0,0,1,1,1,0
молниеносно),5.0,0,0,0,0,0,1,0,0,0
 палец вверх палец вверх палец вверх,5.0,0,0,0,0,0,0,0,1,0
спасибо за оперативность !!,5.0,0,0,0,0,0,1,0,0,0
большое спасибо за оперативный ответ,5.0,0,0,0,0,0,1,0,0,0
"все отлично! сантехник оперативно пришел, при мне все устранил! видно, что спец в своем деле!",5.0,0,0,0,0,1,1,1,1,0
"оперативно, профессионально. все устранено!!! спасибо!",5.0,0,0,0,0,0,1,1,1,0
большое спасибо! очень оперативно!,5.0,0,0,0,0,0,1,0,0,0
